time_s,probe,quantity,value,unit
82944000,P_3_13_14,sg,0,
82944000,P_3_13_14,so,1,
82944000,P_3_13_14,sw,0,
82944000,P_8_13_14,pressure,19048700,Pa
82944000,P_8_13_14,sg,0,
82944000,P_8_13_14,so,1,
82944000,P_8_13_14,sw,0,
82944000,P_13_13_14,pressure,19003400,Pa
82944000,P_13_13_14,sg,0,
82944000,P_13_13_14,so,1,
82944000,P_13_13_14,sw,0,
82944000,P_3_3_13,pressure,19003800,Pa
82944000,P_3_3_13,sg,0,
82944000,P_3_3_13,so,1,
82944000,P_3_3_13,sw,0,
82944000,P_8_3_13,pressure,19043200,Pa
82944000,P_8_3_13,sg,0,
82944000,P_8_3_13,so,1,
82944000,P_8_3_13,sw,0,
82944000,P_13_3_13,pressure,19003000,Pa
82944000,P_13_3_13,sg,0,
82944000,P_13_3_13,so,1,
82944000,P_13_3_13,sw,0,
82944000,P_3_8_13,pressure,19056800,Pa
82944000,P_3_8_13,sg,0,
82944000,P_3_8_13,so,1,
82944000,P_3_8_13,sw,0,
82944000,P_8_8_13,pressure,19062800,Pa
82944000,P_8_8_13,sg,0,
82944000,P_8_8_13,so,1,
82944000,P_8_8_13,sw,0,
82944000,P_13_8_13,pressure,19043200,Pa
82944000,P_13_8_13,sg,0,
82944000,P_13_8_13,so,1,
82944000,P_13_8_13,sw,0,
82944000,P_3_13_13,pressure,19065800,Pa
82944000,P_3_13_13,sg,0,
82944000,P_3_13_13,so,1,
82944000,P_3_13_13,sw,0,
82944000,P_8_13_13,pressure,19056800,Pa
82944000,P_8_13_13,sg,0,
82944000,P_8_13_13,so,1,
82944000,P_8_13_13,sw,0,
82944000,P_13_13_13,pressure,19003800,Pa
82944000,P_13_13_13,sg,0,
82944000,P_13_13_13,so,1,
82944000,P_13_13_13,sw,0,
85536000,P_3_3_15,pressure,19003200,Pa
85536000,P_3_3_15,sg,0,
85536000,P_3_3_15,so,1,
85536000,P_3_3_15,sw,0,
85536000,P_8_3_15,pressure,19031300,Pa
85536000,P_8_3_15,sg,0,
85536000,P_8_3_15,so,1,
85536000,P_8_3_15,sw,0,
85536000,P_13_3_15,pressure,19002300,Pa
85536000,P_13_3_15,sg,0,
85536000,P_13_3_15,so,1,
85536000,P_13_3_15,sw,0,
85536000,P_3_8_15,pressure,19044800,Pa
85536000,P_3_8_15,sg,0,
85536000,P_3_8_15,so,1,
85536000,P_3_8_15,sw,0,
85536000,P_8_8_15,pressure,19042700,Pa
85536000,P_8_8_15,sg,0,
85536000,P_8_8_15,so,1,
85536000,P_8_8_15,sw,0,
85536000,P_13_8_15,pressure,19031300,Pa
85536000,P_13_8_15,sg,0,
85536000,P_13_8_15,so,1,
85536000,P_13_8_15,sw,0,
85536000,P_3_13_15,pressure,19055100,Pa
85536000,P_3_13_15,sg,0,
85536000,P_3_13_15,so,1,
85536000,P_3_13_15,sw,0,
85536000,P_8_13_15,pressure,19044800,Pa
85536000,P_8_13_15,sg,0,
85536000,P_8_13_15,so,1,
85536000,P_8_13_15,sw,0,
85536000,P_13_13_15,pressure,19003200,Pa
85536000,P_13_13_15,sg,0,
85536000,P_13_13_15,so,1,
85536000,P_13_13_15,sw,0,
85536000,P_3_3_14,pressure,19003400,Pa
85536000,P_3_3_14,sg,0,
85536000,P_3_3_14,so,1,
85536000,P_3_3_14,sw,0,
85536000,P_8_3_14,pressure,19035100,Pa
85536000,P_8_3_14,sg,0,
85536000,P_8_3_14,so,1,
85536000,P_8_3_14,sw,0,
85536000,P_13_3_14,pressure,19002500,Pa
85536000,P_13_3_14,sg,0,
85536000,P_13_3_14,so,1,
85536000,P_13_3_14,sw,0,
85536000,P_3_8_14,pressure,19048700,Pa
85536000,P_3_8_14,sg,0,
85536000,P_3_8_14,so,1,
85536000,P_3_8_14,sw,0,
85536000,P_8_8_14,pressure,19048400,Pa
85536000,P_8_8_14,sg,0,
85536000,P_8_8_14,so,1,
85536000,P_8_8_14,sw,0,
85536000,P_13_8_14,pressure,19035100,Pa
85536000,P_13_8_14,sg,0,
85536000,P_13_8_14,so,1,
85536000,P_13_8_14,sw,0,
85536000,P_3_13_14,pressure,19058700,Pa
85536000,P_3_13_14,sg,0,
85536000,P_3_13_14,so,1,
85536000,P_3_13_14,sw,0,
85536000,P_8_13_14,pressure,19048700,Pa
85536000,P_8_13_14,sg,0,
85536000,P_8_13_14,so,1,
85536000,P_8_13_14,sw,0,
85536000,P_13_13_14,pressure,19003400,Pa
85536000,P_13_13_14,sg,0,
85536000,P_13_13_14,so,1,
85536000,P_13_13_14,sw,0,
85536000,P_3_3_13,pressure,19003800,Pa
85536000,P_3_3_13,sg,0,
85536000,P_3_3_13,so,1,
85536000,P_3_3_13,sw,0,
85536000,P_8_3_13,pressure,19043200,Pa
85536000,P_8_3_13,sg,0,
85536000,P_8_3_13,so,1,
85536000,P_8_3_13,sw,0,
85536000,P_13_3_13,pressure,19003000,Pa
85536000,P_13_3_13,sg,0,
85536000,P_13_3_13,so,1,
85536000,P_13_3_13,sw,0,
85536000,P_3_8_13,pressure,19056800,Pa
85536000,P_3_8_13,sg,0,
85536000,P_3_8_13,so,1,
85536000,P_3_8_13,sw,0,
85536000,P_8_8_13,pressure,19062800,Pa
85536000,P_8_8_13,sg,0,
85536000,P_8_8_13,so,1,
85536000,P_8_8_13,sw,0,
85536000,P_13_8_13,pressure,19043200,Pa
85536000,P_13_8_13,sg,0,
85536000,P_13_8_13,so,1,
85536000,P_13_8_13,sw,0,
85536000,P_3_13_13,pressure,19065800,Pa
85536000,P_3_13_13,sg,0,
85536000,P_3_13_13,so,1,
85536000,P_3_13_13,sw,0,
85536000,P_8_13_13,pressure,19056800,Pa
85536000,P_8_13_13,sg,0,
85536000,P_8_13_13,so,1,
85536000,P_8_13_13,sw,0,
85536000,P_13_13_13,pressure,19003800,Pa
85536000,P_13_13_13,sg,0,
85536000,P_13_13_13,so,1,
85536000,P_13_13_13,sw,0,
88128000,P_3_3_15,pressure,19003200,Pa
88128000,P_3_3_15,sg,0,
88128000,P_3_3_15,so,1,
88128000,P_3_3_15,sw,0,
88128000,P_8_3_15,pressure,19031300,Pa
88128000,P_8_3_15,sg,0,
88128000,P_8_3_15,so,1,
88128000,P_8_3_15,sw,0,
88128000,P_13_3_15,pressure,19002300,Pa
88128000,P_13_3_15,sg,0,
88128000,P_13_3_15,so,1,
88128000,P_13_3_15,sw,0,
88128000,P_3_8_15,pressure,19044800,Pa
88128000,P_3_8_15,sg,0,
88128000,P_3_8_15,so,1,
88128000,P_3_8_15,sw,0,
88128000,P_8_8_15,pressure,19042700,Pa
88128000,P_8_8_15,sg,0,
88128000,P_8_8_15,so,1,
88128000,P_8_8_15,sw,0,
88128000,P_13_8_15,pressure,19031300,Pa
88128000,P_13_8_15,sg,0,
88128000,P_13_8_15,so,1,
88128000,P_13_8_15,sw,0,
88128000,P_3_13_15,pressure,19055100,Pa
88128000,P_3_13_15,sg,0,
88128000,P_3_13_15,so,1,
88128000,P_3_13_15,sw,0,
88128000,P_8_13_15,pressure,19044800,Pa
88128000,P_8_13_15,sg,0,
88128000,P_8_13_15,so,1,
88128000,P_8_13_15,sw,0,
88128000,P_13_13_15,pressure,19003200,Pa
88128000,P_13_13_15,sg,0,
88128000,P_13_13_15,so,1,
88128000,P_13_13_15,sw,0,
88128000,P_3_3_14,pressure,19003400,Pa
88128000,P_3_3_14,sg,0,
88128000,P_3_3_14,so,1,
88128000,P_3_3_14,sw,0,
88128000,P_8_3_14,pressure,19035100,Pa
88128000,P_8_3_14,sg,0,
88128000,P_8_3_14,so,1,
88128000,P_8_3_14,sw,0,
88128000,P_13_3_14,pressure,19002500,Pa
88128000,P_13_3_14,sg,0,
88128000,P_13_3_14,so,1,
88128000,P_13_3_14,sw,0,
88128000,P_3_8_14,pressure,19048700,Pa
88128000,P_3_8_14,sg,0,
88128000,P_3_8_14,so,1,
88128000,P_3_8_14,sw,0,
88128000,P_8_8_14,pressure,19048400,Pa
88128000,P_8_8_14,sg,0,
88128000,P_8_8_14,so,1,
88128000,P_8_8_14,sw,0,
88128000,P_13_8_14,pressure,19035100,Pa
88128000,P_13_8_14,sg,0,
88128000,P_13_8_14,so,1,
88128000,P_13_8_14,sw,0,
88128000,P_3_13_14,pressure,19058700,Pa
88128000,P_3_13_14,sg,0,
88128000,P_3_13_14,so,1,
88128000,P_3_13_14,sw,0,
88128000,P_8_13_14,pressure,19048700,Pa
88128000,P_8_13_14,sg,0,
88128000,P_8_13_14,so,1,
88128000,P_8_13_14,sw,0,
88128000,P_13_13_14,pressure,19003400,Pa
88128000,P_13_13_14,sg,0,
88128000,P_13_13_14,so,1,
88128000,P_13_13_14,sw,0,
88128000,P_3_3_13,pressure,19003800,Pa
88128000,P_3_3_13,sg,0,
88128000,P_3_3_13,so,1,
88128000,P_3_3_13,sw,0,
88128000,P_8_3_13,pressure,19043200,Pa
88128000,P_8_3_13,sg,0,
88128000,P_8_3_13,so,1,
88128000,P_8_3_13,sw,0,
88128000,P_13_3_13,pressure,19003000,Pa
88128000,P_13_3_13,sg,0,
88128000,P_13_3_13,so,1,
88128000,P_13_3_13,sw,0,
88128000,P_3_8_13,pressure,19056800,Pa
88128000,P_3_8_13,sg,0,
88128000,P_3_8_13,so,1,
88128000,P_3_8_13,sw,0,
88128000,P_8_8_13,pressure,19062800,Pa
88128000,P_8_8_13,sg,0,
88128000,P_8_8_13,so,1,
88128000,P_8_8_13,sw,0,
88128000,P_13_8_13,pressure,19043200,Pa
88128000,P_13_8_13,sg,0,
88128000,P_13_8_13,so,1,
88128000,P_13_8_13,sw,0,
88128000,P_3_13_13,pressure,19065800,Pa
88128000,P_3_13_13,sg,0,
88128000,P_3_13_13,so,1,
88128000,P_3_13_13,sw,0,
88128000,P_8_13_13,pressure,19056800,Pa
88128000,P_8_13_13,sg,0,
88128000,P_8_13_13,so,1,
88128000,P_8_13_13,sw,0,
88128000,P_13_13_13,pressure,19003800,Pa
88128000,P_13_13_13,sg,0,
88128000,P_13_13_13,so,1,
88128000,P_13_13_13,sw,0,
90720000,P_3_3_15,pressure,19003200,Pa
90720000,P_3_3_15,sg,0,
90720000,P_3_3_15,so,1,
90720000,P_3_3_15,sw,0,
90720000,P_8_3_15,pressure,19031300,Pa
90720000,P_8_3_15,sg,0,
90720000,P_8_3_15,so,1,
90720000,P_8_3_15,sw,0,
90720000,P_13_3_15,pressure,19002300,Pa
90720000,P_13_3_15,sg,0,
90720000,P_13_3_15,so,1,
90720000,P_13_3_15,sw,0,
90720000,P_3_8_15,pressure,19044800,Pa
90720000,P_3_8_15,sg,0,
90720000,P_3_8_15,so,1,
90720000,P_3_8_15,sw,0,
90720000,P_8_8_15,pressure,19042700,Pa
90720000,P_8_8_15,sg,0,
90720000,P_8_8_15,so,1,
90720000,P_8_8_15,sw,0,
90720000,P_13_8_15,pressure,19031300,Pa
90720000,P_13_8_15,sg,0,
90720000,P_13_8_15,so,1,
90720000,P_13_8_15,sw,0,
90720000,P_3_13_15,pressure,19055100,Pa
90720000,P_3_13_15,sg,0,
90720000,P_3_13_15,so,1,
90720000,P_3_13_15,sw,0,
90720000,P_8_13_15,pressure,19044800,Pa
90720000,P_8_13_15,sg,0,
90720000,P_8_13_15,so,1,
90720000,P_8_13_15,sw,0,
90720000,P_13_13_15,pressure,19003200,Pa
90720000,P_13_13_15,sg,0,
90720000,P_13_13_15,so,1,
90720000,P_13_13_15,sw,0,
90720000,P_3_3_14,pressure,19003400,Pa
90720000,P_3_3_14,sg,0,
90720000,P_3_3_14,so,1,
90720000,P_3_3_14,sw,0,
90720000,P_8_3_14,pressure,19035100,Pa
90720000,P_8_3_14,sg,0,
90720000,P_8_3_14,so,1,
90720000,P_8_3_14,sw,0,
90720000,P_13_3_14,pressure,19002500,Pa
90720000,P_13_3_14,sg,0,
90720000,P_13_3_14,so,1,
90720000,P_13_3_14,sw,0,
90720000,P_3_8_14,pressure,19048700,Pa
90720000,P_3_8_14,sg,0,
90720000,P_3_8_14,so,1,
90720000,P_3_8_14,sw,0,
90720000,P_8_8_14,pressure,19048400,Pa
90720000,P_8_8_14,sg,0,
90720000,P_8_8_14,so,1,
90720000,P_8_8_14,sw,0,
90720000,P_13_8_14,pressure,19035100,Pa
90720000,P_13_8_14,sg,0,
90720000,P_13_8_14,so,1,
90720000,P_13_8_14,sw,0,
90720000,P_3_13_14,pressure,19058700,Pa
90720000,P_3_13_14,sg,0,
90720000,P_3_13_14,so,1,
90720000,P_3_13_14,sw,0,
90720000,P_8_13_14,pressure,19048700,Pa
90720000,P_8_13_14,sg,0,
90720000,P_8_13_14,so,1,
90720000,P_8_13_14,sw,0,
90720000,P_13_13_14,pressure,19003400,Pa
90720000,P_13_13_14,sg,0,
90720000,P_13_13_14,so,1,
90720000,P_13_13_14,sw,0,
90720000,P_3_3_13,pressure,19003800,Pa
90720000,P_3_3_13,sg,0,
90720000,P_3_3_13,so,1,
90720000,P_3_3_13,sw,0,
90720000,P_8_3_13,pressure,19043200,Pa
90720000,P_8_3_13,sg,0,
90720000,P_8_3_13,so,1,
90720000,P_8_3_13,sw,0,
90720000,P_13_3_13,pressure,19003000,Pa
90720000,P_13_3_13,sg,0,
90720000,P_13_3_13,so,1,
90720000,P_13_3_13,sw,0,
90720000,P_3_8_13,pressure,19056800,Pa
90720000,P_3_8_13,sg,0,
90720000,P_3_8_13,so,1,
90720000,P_3_8_13,sw,0,
90720000,P_8_8_13,pressure,19062800,Pa
90720000,P_8_8_13,sg,0,
90720000,P_8_8_13,so,1,
90720000,P_8_8_13,sw,0,
90720000,P_13_8_13,pressure,19043200,Pa
90720000,P_13_8_13,sg,0,
90720000,P_13_8_13,so,1,
90720000,P_13_8_13,sw,0,
90720000,P_3_13_13,pressure,19065800,Pa
90720000,P_3_13_13,sg,0,
90720000,P_3_13_13,so,1,
90720000,P_3_13_13,sw,0,
90720000,P_8_13_13,pressure,19056800,Pa
90720000,P_8_13_13,sg,0,
90720000,P_8_13_13,so,1,
90720000,P_8_13_13,sw,0,
90720000,P_13_13_13,pressure,19003800,Pa
90720000,P_13_13_13,sg,0,
90720000,P_13_13_13,so,1,
90720000,P_13_13_13,sw,0,
93312000,P_3_3_15,pressure,19003200,Pa
93312000,P_3_3_15,sg,0,
93312000,P_3_3_15,so,1,
93312000,P_3_3_15,sw,0,
93312000,P_8_3_15,pressure,19031300,Pa
93312000,P_8_3_15,sg,0,
93312000,P_8_3_15,so,1,
93312000,P_8_3_15,sw,0,
93312000,P_13_3_15,pressure,19002300,Pa
93312000,P_13_3_15,sg,0,
93312000,P_13_3_15,so,1,
93312000,P_13_3_15,sw,0,
93312000,P_3_8_15,pressure,19044800,Pa
93312000,P_3_8_15,sg,0,
93312000,P_3_8_15,so,1,
93312000,P_3_8_15,sw,0,
93312000,P_8_8_15,pressure,19042700,Pa
93312000,P_8_8_15,sg,0,
93312000,P_8_8_15,so,1,
93312000,P_8_8_15,sw,0,
93312000,P_13_8_15,pressure,19031300,Pa
93312000,P_13_8_15,sg,0,
93312000,P_13_8_15,so,1,
93312000,P_13_8_15,sw,0,
93312000,P_3_13_15,pressure,19055100,Pa
93312000,P_3_13_15,sg,0,
93312000,P_3_13_15,so,1,
93312000,P_3_13_15,sw,0,
93312000,P_8_13_15,pressure,19044800,Pa
93312000,P_8_13_15,sg,0,
93312000,P_8_13_15,so,1,
93312000,P_8_13_15,sw,0,
93312000,P_13_13_15,pressure,19003200,Pa
93312000,P_13_13_15,sg,0,
93312000,P_13_13_15,so,1,
93312000,P_13_13_15,sw,0,
93312000,P_3_3_14,pressure,19003400,Pa
93312000,P_3_3_14,sg,0,
93312000,P_3_3_14,so,1,
93312000,P_3_3_14,sw,0,
93312000,P_8_3_14,pressure,19035100,Pa
93312000,P_8_3_14,sg,0,
93312000,P_8_3_14,so,1,
93312000,P_8_3_14,sw,0,
93312000,P_13_3_14,pressure,19002500,Pa
93312000,P_13_3_14,sg,0,
93312000,P_13_3_14,so,1,
93312000,P_13_3_14,sw,0,
93312000,P_3_8_14,pressure,19048700,Pa
93312000,P_3_8_14,sg,0,
93312000,P_3_8_14,so,1,
93312000,P_3_8_14,sw,0,
93312000,P_8_8_14,pressure,19048400,Pa
93312000,P_8_8_14,sg,0,
93312000,P_8_8_14,so,1,
93312000,P_8_8_14,sw,0,
93312000,P_13_8_14,pressure,19035100,Pa
93312000,P_13_8_14,sg,0,
93312000,P_13_8_14,so,1,
93312000,P_13_8_14,sw,0,
93312000,P_3_13_14,pressure,19058700,Pa
93312000,P_3_13_14,sg,0,
93312000,P_3_13_14,so,1,
93312000,P_3_13_14,sw,0,
93312000,P_8_13_14,pressure,19048700,Pa
93312000,P_8_13_14,sg,0,
93312000,P_8_13_14,so,1,
93312000,P_8_13_14,sw,0,
93312000,P_13_13_14,pressure,19003400,Pa
93312000,P_13_13_14,sg,0,
93312000,P_13_13_14,so,1,
93312000,P_13_13_14,sw,0,
93312000,P_3_3_13,pressure,19003800,Pa
93312000,P_3_3_13,sg,0,
93312000,P_3_3_13,so,1,
93312000,P_3_3_13,sw,0,
93312000,P_8_3_13,pressure,19043200,Pa
93312000,P_8_3_13,sg,0,
93312000,P_8_3_13,so,1,
93312000,P_8_3_13,sw,0,
93312000,P_13_3_13,pressure,19003000,Pa
93312000,P_13_3_13,sg,0,
93312000,P_13_3_13,so,1,
93312000,P_13_3_13,sw,0,
93312000,P_3_8_13,pressure,19056800,Pa
93312000,P_3_8_13,sg,0,
93312000,P_3_8_13,so,1,
93312000,P_3_8_13,sw,0,
93312000,P_8_8_13,pressure,19062800,Pa
93312000,P_8_8_13,sg,0,
93312000,P_8_8_13,so,1,
93312000,P_8_8_13,sw,0,
93312000,P_13_8_13,pressure,19043200,Pa
93312000,P_13_8_13,sg,0,
93312000,P_13_8_13,so,1,
93312000,P_13_8_13,sw,0,
93312000,P_3_13_13,pressure,19065800,Pa
93312000,P_3_13_13,sg,0,
93312000,P_3_13_13,so,1,
93312000,P_3_13_13,sw,0,
93312000,P_8_13_13,pressure,19056800,Pa
93312000,P_8_13_13,sg,0,
93312000,P_8_13_13,so,1,
93312000,P_8_13_13,sw,0,
93312000,P_13_13_13,pressure,19003800,Pa
93312000,P_13_13_13,sg,0,
93312000,P_13_13_13,so,1,
93312000,P_13_13_13,sw,0,
95904000,P_3_3_15,pressure,19003200,Pa
95904000,P_3_3_15,sg,0,
95904000,P_3_3_15,so,1,
95904000,P_3_3_15,sw,0,
95904000,P_8_3_15,pressure,19031300,Pa
95904000,P_8_3_15,sg,0,
95904000,P_8_3_15,so,1,
95904000,P_8_3_15,sw,0,
95904000,P_13_3_15,pressure,19002300,Pa
95904000,P_13_3_15,sg,0,
95904000,P_13_3_15,so,1,
95904000,P_13_3_15,sw,0,
95904000,P_3_8_15,pressure,19044800,Pa
95904000,P_3_8_15,sg,0,
95904000,P_3_8_15,so,1,
95904000,P_3_8_15,sw,0,
95904000,P_8_8_15,pressure,19042700,Pa
95904000,P_8_8_15,sg,0,
95904000,P_8_8_15,so,1,
95904000,P_8_8_15,sw,0,
95904000,P_13_8_15,pressure,19031300,Pa
95904000,P_13_8_15,sg,0,
95904000,P_13_8_15,so,1,
95904000,P_13_8_15,sw,0,
95904000,P_3_13_15,pressure,19055100,Pa
95904000,P_3_13_15,sg,0,
95904000,P_3_13_15,so,1,
95904000,P_3_13_15,sw,0,
95904000,P_8_13_15,pressure,19044800,Pa
95904000,P_8_13_15,sg,0,
95904000,P_8_13_15,so,1,
95904000,P_8_13_15,sw,0,
95904000,P_13_13_15,pressure,19003200,Pa
95904000,P_13_13_15,sg,0,
95904000,P_13_13_15,so,1,
95904000,P_13_13_15,sw,0,
95904000,P_3_3_14,pressure,19003400,Pa
95904000,P_3_3_14,sg,0,
95904000,P_3_3_14,so,1,
95904000,P_3_3_14,sw,0,
95904000,P_8_3_14,pressure,19035100,Pa
95904000,P_8_3_14,sg,0,
95904000,P_8_3_14,so,1,
95904000,P_8_3_14,sw,0,
95904000,P_13_3_14,pressure,19002500,Pa
95904000,P_13_3_14,sg,0,
95904000,P_13_3_14,so,1,
95904000,P_13_3_14,sw,0,
95904000,P_3_8_14,pressure,19048700,Pa
95904000,P_3_8_14,sg,0,
95904000,P_3_8_14,so,1,
95904000,P_3_8_14,sw,0,
95904000,P_8_8_14,pressure,19048400,Pa
95904000,P_8_8_14,sg,0,
95904000,P_8_8_14,so,1,
95904000,P_8_8_14,sw,0,
95904000,P_13_8_14,pressure,19035100,Pa
95904000,P_13_8_14,sg,0,
95904000,P_13_8_14,so,1,
95904000,P_13_8_14,sw,0,
95904000,P_3_13_14,pressure,19058700,Pa
95904000,P_3_13_14,sg,0,
95904000,P_3_13_14,so,1,
95904000,P_3_13_14,sw,0,
95904000,P_8_13_14,pressure,19048700,Pa
95904000,P_8_13_14,sg,0,
95904000,P_8_13_14,so,1,
95904000,P_8_13_14,sw,0,
95904000,P_13_13_14,pressure,19003400,Pa
95904000,P_13_13_14,sg,0,
95904000,P_13_13_14,so,1,
95904000,P_13_13_14,sw,0,
95904000,P_3_3_13,pressure,19003800,Pa
95904000,P_3_3_13,sg,0,
95904000,P_3_3_13,so,1,
95904000,P_3_3_13,sw,0,
95904000,P_8_3_13,pressure,19043200,Pa
95904000,P_8_3_13,sg,0,
95904000,P_8_3_13,so,1,
95904000,P_8_3_13,sw,0,
95904000,P_13_3_13,pressure,19003000,Pa
95904000,P_13_3_13,sg,0,
95904000,P_13_3_13,so,1,
95904000,P_13_3_13,sw,0,
95904000,P_3_8_13,pressure,19056800,Pa
95904000,P_3_8_13,sg,0,
95904000,P_3_8_13,so,1,
95904000,P_3_8_13,sw,0,
95904000,P_8_8_13,pressure,19062800,Pa
95904000,P_8_8_13,sg,0,
95904000,P_8_8_13,so,1,
95904000,P_8_8_13,sw,0,
95904000,P_13_8_13,pressure,19043200,Pa
95904000,P_13_8_13,sg,0,
95904000,P_13_8_13,so,1,
95904000,P_13_8_13,sw,0,
95904000,P_3_13_13,pressure,19065800,Pa
95904000,P_3_13_13,sg,0,
95904000,P_3_13_13,so,1,
95904000,P_3_13_13,sw,0,
95904000,P_8_13_13,pressure,19056800,Pa
95904000,P_8_13_13,sg,0,
95904000,P_8_13_13,so,1,
95904000,P_8_13_13,sw,0,
95904000,P_13_13_13,pressure,19003800,Pa
95904000,P_13_13_13,sg,0,
95904000,P_13_13_13,so,1,
95904000,P_13_13_13,sw,0,
98496000,P_3_3_15,pressure,19003200,Pa
98496000,P_3_3_15,sg,0,
98496000,P_3_3_15,so,1,
98496000,P_3_3_15,sw,0,
98496000,P_8_3_15,pressure,19031300,Pa
98496000,P_8_3_15,sg,0,
98496000,P_8_3_15,so,1,
98496000,P_8_3_15,sw,0,
98496000,P_13_3_15,pressure,19002300,Pa
98496000,P_13_3_15,sg,0,
98496000,P_13_3_15,so,1,
98496000,P_13_3_15,sw,0,
98496000,P_3_8_15,pressure,19044800,Pa
98496000,P_3_8_15,sg,0,
98496000,P_3_8_15,so,1,
98496000,P_3_8_15,sw,0,
98496000,P_8_8_15,pressure,19042700,Pa
98496000,P_8_8_15,sg,0,
98496000,P_8_8_15,so,1,
98496000,P_8_8_15,sw,0,
98496000,P_13_8_15,pressure,19031300,Pa
98496000,P_13_8_15,sg,0,
98496000,P_13_8_15,so,1,
98496000,P_13_8_15,sw,0,
98496000,P_3_13_15,pressure,19055100,Pa
98496000,P_3_13_15,sg,0,
98496000,P_3_13_15,so,1,
98496000,P_3_13_15,sw,0,
98496000,P_8_13_15,pressure,19044800,Pa
98496000,P_8_13_15,sg,0,
98496000,P_8_13_15,so,1,
98496000,P_8_13_15,sw,0,
98496000,P_13_13_15,pressure,19003200,Pa
98496000,P_13_13_15,sg,0,
98496000,P_13_13_15,so,1,
98496000,P_13_13_15,sw,0,
98496000,P_3_3_14,pressure,19003400,Pa
98496000,P_3_3_14,sg,0,
98496000,P_3_3_14,so,1,
98496000,P_3_3_14,sw,0,
98496000,P_8_3_14,pressure,19035100,Pa
98496000,P_8_3_14,sg,0,
98496000,P_8_3_14,so,1,
98496000,P_8_3_14,sw,0,
98496000,P_13_3_14,pressure,19002500,Pa
98496000,P_13_3_14,sg,0,
98496000,P_13_3_14,so,1,
98496000,P_13_3_14,sw,0,
98496000,P_3_8_14,pressure,19048700,Pa
98496000,P_3_8_14,sg,0,
98496000,P_3_8_14,so,1,
98496000,P_3_8_14,sw,0,
98496000,P_8_8_14,pressure,19048400,Pa
98496000,P_8_8_14,sg,0,
98496000,P_8_8_14,so,1,
98496000,P_8_8_14,sw,0,
98496000,P_13_8_14,pressure,19035100,Pa
98496000,P_13_8_14,sg,0,
98496000,P_13_8_14,so,1,
98496000,P_13_8_14,sw,0,
98496000,P_3_13_14,pressure,19058700,Pa
98496000,P_3_13_14,sg,0,
98496000,P_3_13_14,so,1,
98496000,P_3_13_14,sw,0,
98496000,P_8_13_14,pressure,19048700,Pa
98496000,P_8_13_14,sg,0,
98496000,P_8_13_14,so,1,
98496000,P_8_13_14,sw,0,
98496000,P_13_13_14,pressure,19003400,Pa
98496000,P_13_13_14,sg,0,
98496000,P_13_13_14,so,1,
98496000,P_13_13_14,sw,0,
98496000,P_3_3_13,pressure,19003800,Pa
98496000,P_3_3_13,sg,0,
98496000,P_3_3_13,so,1,
98496000,P_3_3_13,sw,0,
98496000,P_8_3_13,pressure,19043200,Pa
98496000,P_8_3_13,sg,0,
98496000,P_8_3_13,so,1,
98496000,P_8_3_13,sw,0,
98496000,P_13_3_13,pressure,19003000,Pa
98496000,P_13_3_13,sg,0,
98496000,P_13_3_13,so,1,
98496000,P_13_3_13,sw,0,
98496000,P_3_8_13,pressure,19056800,Pa
98496000,P_3_8_13,sg,0,
98496000,P_3_8_13,so,1,
98496000,P_3_8_13,sw,0,
98496000,P_8_8_13,pressure,19062800,Pa
98496000,P_8_8_13,sg,0,
98496000,P_8_8_13,so,1,
98496000,P_8_8_13,sw,0,
98496000,P_13_8_13,pressure,19043200,Pa
98496000,P_13_8_13,sg,0,
98496000,P_13_8_13,so,1,
98496000,P_13_8_13,sw,0,
98496000,P_3_13_13,pressure,19065800,Pa
98496000,P_3_13_13,sg,0,
98496000,P_3_13_13,so,1,
98496000,P_3_13_13,sw,0,
98496000,P_8_13_13,pressure,19056800,Pa
98496000,P_8_13_13,sg,0,
98496000,P_8_13_13,so,1,
98496000,P_8_13_13,sw,0,
98496000,P_13_13_13,pressure,19003800,Pa
98496000,P_13_13_13,sg,0,
98496000,P_13_13_13,so,1,
98496000,P_13_13_13,sw,0,
101088000,P_3_3_15,pressure,19003200,Pa
101088000,P_3_3_15,sg,0,
101088000,P_3_3_15,so,1,
101088000,P_3_3_15,sw,0,
101088000,P_8_3_15,pressure,19031300,Pa
101088000,P_8_3_15,sg,0,
101088000,P_8_3_15,so,1,
101088000,P_8_3_15,sw,0,
101088000,P_13_3_15,pressure,19002300,Pa
101088000,P_13_3_15,sg,0,
101088000,P_13_3_15,so,1,
101088000,P_13_3_15,sw,0,
101088000,P_3_8_15,pressure,19044800,Pa
101088000,P_3_8_15,sg,0,
101088000,P_3_8_15,so,1,
101088000,P_3_8_15,sw,0,
101088000,P_8_8_15,pressure,19042700,Pa
101088000,P_8_8_15,sg,0,
101088000,P_8_8_15,so,1,
101088000,P_8_8_15,sw,0,
101088000,P_13_8_15,pressure,19031300,Pa
101088000,P_13_8_15,sg,0,
101088000,P_13_8_15,so,1,
101088000,P_13_8_15,sw,0,
101088000,P_3_13_15,pressure,19055100,Pa
101088000,P_3_13_15,sg,0,
101088000,P_3_13_15,so,1,
101088000,P_3_13_15,sw,0,
101088000,P_8_13_15,pressure,19044800,Pa
101088000,P_8_13_15,sg,0,
101088000,P_8_13_15,so,1,
