time_s,probe,quantity,value,unit
31104000,P_5_11_5,sg,0,
31104000,P_5_11_5,so,1,
31104000,P_5_11_5,sw,0,
31104000,P_8_11_5,pressure,19129900,Pa
31104000,P_8_11_5,sg,0,
31104000,P_8_11_5,so,1,
31104000,P_8_11_5,sw,0,
31104000,P_11_11_5,pressure,19101100,Pa
31104000,P_11_11_5,sg,0,
31104000,P_11_11_5,so,1,
31104000,P_11_11_5,sw,0,
31104000,P_5_5_11,pressure,19073800,Pa
31104000,P_5_5_11,sg,0,
31104000,P_5_5_11,so,1,
31104000,P_5_5_11,sw,0,
31104000,P_8_5_11,pressure,19098600,Pa
31104000,P_8_5_11,sg,0,
31104000,P_8_5_11,so,1,
31104000,P_8_5_11,sw,0,
31104000,P_11_5_11,pressure,19076900,Pa
31104000,P_11_5_11,sg,0,
31104000,P_11_5_11,so,1,
31104000,P_11_5_11,sw,0,
31104000,P_5_8_11,pressure,19105800,Pa
31104000,P_5_8_11,sg,0,
31104000,P_5_8_11,so,1,
31104000,P_5_8_11,sw,0,
31104000,P_11_8_11,pressure,19098600,Pa
31104000,P_11_8_11,sg,0,
31104000,P_11_8_11,so,1,
31104000,P_11_8_11,sw,0,
31104000,P_5_11_11,pressure,19096300,Pa
31104000,P_5_11_11,sg,0,
31104000,P_5_11_11,so,1,
31104000,P_5_11_11,sw,0,
31104000,P_8_11_11,pressure,19105800,Pa
31104000,P_8_11_11,sg,0,
31104000,P_8_11_11,so,1,
31104000,P_8_11_11,sw,0,
31104000,P_11_11_11,pressure,19073800,Pa
31104000,P_11_11_11,sg,0,
31104000,P_11_11_11,so,1,
31104000,P_11_11_11,sw,0,
